,Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Distance X,Distance Y,Distance Z
430,Home,RECOVERY,,1,31743,1269.72,31743,1269.72,Player10,,0.66,0.65,,,,,
431,Home,BALL LOST,,1,31743,1269.72,31820,1272.8,Player10,,0.66,0.65,0.77,0.83,0.10999999999999999,0.17999999999999994,0.2109502310972898
432,Away,RECOVERY,,1,31820,1272.8,31820,1272.8,Player17,,0.77,0.87,,,,,
433,Home,CHALLENGE,GROUND-FAULT-LOST,1,31900,1276.0,31900,1276.0,Player10,,0.72,0.96,,,,,
434,Away,CHALLENGE,GROUND-FAULT-WON,1,31901,1276.04,31901,1276.04,Player17,,0.72,0.98,,,,,
435,Away,FAULT RECEIVED,,1,31901,1276.04,31901,1276.04,Player17,,0.72,0.98,,,,,
436,Away,SET PIECE,FREE KICK,1,32338,1293.52,32338,1293.52,Player17,,,,,,,,
437,Away,PASS,,1,32338,1293.52,32397,1295.88,Player17,Player16,0.71,0.96,0.76,0.53,0.050000000000000044,0.42999999999999994,0.4328972164382672
438,Away,PASS,,1,32434,1297.36,32467,1298.68,Player16,Player15,0.74,0.47,0.65,0.24,0.08999999999999997,0.22999999999999998,0.24698178070456936
439,Away,PASS,,1,32619,1304.76,32657,1306.28,Player15,Player16,0.5,0.2,0.6,0.4,0.09999999999999998,0.2,0.22360679774997896
440,Away,PASS,,1,32739,1309.56,32809,1312.36,Player16,Player17,0.57,0.46,0.51,0.94,0.05999999999999994,0.4799999999999999,0.4837354648979129
441,Away,BALL OUT,,1,32854,1314.16,32948,1317.92,Player17,,0.49,0.9,-0.04,0.87,0.53,0.030000000000000027,0.53084837759948
442,Home,RECOVERY,,1,33645,1345.8,33645,1345.8,Player11,,0.04,0.5,,,,,
443,Home,BALL LOST,GOAL KICK-INTERCEPTION,1,33645,1345.8,33723,1348.92,Player11,,0.04,0.5,0.61,0.85,0.57,0.35,0.6688796603276257
444,Away,RECOVERY,INTERCEPTION,1,33723,1348.92,33723,1348.92,Player22,,0.57,0.86,,,,,
445,Away,BALL LOST,HEAD-INTERCEPTION,1,33723,1348.92,33777,1351.08,Player22,,0.57,0.86,0.51,0.86,0.05999999999999994,0.0,0.05999999999999994
446,Home,RECOVERY,,1,33775,1351.0,33775,1351.0,Player1,,0.49,0.92,,,,,
447,Home,BALL LOST,,1,33823,1352.92,33846,1353.84,Player1,,0.57,0.98,0.62,0.83,0.050000000000000044,0.15000000000000002,0.158113883008419
448,Away,RECOVERY,,1,33846,1353.84,33846,1353.84,Player20,,0.62,0.86,,,,,
449,Away,PASS,,1,33863,1354.52,33880,1355.2,Player20,Player19,0.61,0.87,0.57,0.8,0.040000000000000036,0.06999999999999995,0.08062257748298547
450,Away,BALL LOST,INTERCEPTION,1,33880,1355.2,33895,1355.8,Player19,,0.57,0.8,0.53,0.88,0.039999999999999925,0.07999999999999996,0.08944271909999152
451,Home,RECOVERY,INTERCEPTION,1,33894,1355.76,33894,1355.76,Player6,,0.51,0.92,,,,,
452,Home,BALL OUT,,1,33894,1355.76,33915,1356.6,Player6,,0.51,0.92,0.53,1.04,0.020000000000000018,0.12,0.1216552506059644
453,Away,SET PIECE,THROW IN,1,34161,1366.44,34161,1366.44,Player22,,,,,,,,
454,Away,PASS,,1,34161,1366.44,34205,1368.2,Player22,Player17,0.48,1.01,0.67,0.95,0.19000000000000006,0.06000000000000005,0.1992485884517128
455,Away,PASS,,1,34233,1369.32,34266,1370.64,Player17,Player16,0.66,0.91,0.7,0.54,0.039999999999999925,0.37,0.37215588131856786
456,Away,PASS,,1,34298,1371.92,34338,1373.52,Player16,Player15,0.68,0.48,0.64,0.2,0.040000000000000036,0.27999999999999997,0.282842712474619
457,Away,PASS,,1,34397,1375.88,34466,1378.64,Player15,Player22,0.61,0.22,0.35,0.97,0.26,0.75,0.7937883848986453
458,Away,PASS,,1,34515,1380.6,34590,1383.6,Player22,Player21,0.32,0.97,0.09,0.85,0.23,0.12,0.25942243542145693
459,Away,BALL LOST,CROSS-INTERCEPTION,1,34619,1384.76,34644,1385.76,Player21,,0.07,0.82,0.04,0.56,0.030000000000000006,0.2599999999999999,0.2617250465660479
460,Home,RECOVERY,INTERCEPTION,1,34645,1385.8,34645,1385.8,Player3,,0.05,0.53,,,,,
461,Home,PASS,HEAD,1,34645,1385.8,34711,1388.44,Player3,Player11,0.05,0.53,0.07,0.47,0.020000000000000004,0.06000000000000005,0.06324555320336764
462,Home,PASS,,1,34821,1392.84,34863,1394.52,Player11,Player4,0.09,0.47,0.16,0.22,0.07,0.24999999999999997,0.25961509971494334
463,Home,BALL LOST,,1,34980,1399.2,35042,1401.68,Player4,,0.27,0.04,0.54,0.45,0.27,0.41000000000000003,0.49091750834534315
464,Away,RECOVERY,,1,35041,1401.64,35041,1401.64,Player17,,0.53,0.45,,,,,
465,Away,PASS,,1,35083,1403.32,35102,1404.08,Player17,Player20,0.5,0.44,0.44,0.32,0.06,0.12,0.1341640786499874
466,Away,PASS,,1,35188,1407.52,35224,1408.96,Player20,Player18,0.35,0.28,0.32,0.03,0.02999999999999997,0.25,0.25179356624028343
467,Away,PASS,,1,35313,1412.52,35360,1414.4,Player18,Player19,0.3,0.06,0.43,0.3,0.13,0.24,0.2729468812791236
468,Away,PASS,,1,35439,1417.56,35503,1420.12,Player19,Player17,0.43,0.4,0.43,0.8,0.0,0.4,0.4
469,Away,PASS,,1,35503,1420.12,35539,1421.56,Player17,Player22,0.43,0.8,0.28,0.97,0.14999999999999997,0.16999999999999993,0.2267156809750926
470,Away,BALL OUT,,1,35592,1423.68,35686,1427.44,Player22,,0.31,0.92,-0.04,0.82,0.35,0.10000000000000009,0.3640054944640259
471,Home,RECOVERY,,1,36212,1448.48,36212,1448.48,Player11,,0.01,0.5,,,,,
472,Home,BALL LOST,INTERCEPTION,1,36212,1448.48,36335,1453.4,Player11,,0.01,0.5,0.58,0.25,0.57,0.25,0.6224146527838174
473,Home,CHALLENGE,AERIAL-LOST,1,36335,1453.4,36335,1453.4,Player8,,0.57,0.26,,,,,
474,Away,CHALLENGE,AERIAL-WON,1,36335,1453.4,36335,1453.4,Player15,,0.58,0.26,,,,,
475,Away,RECOVERY,INTERCEPTION,1,36335,1453.4,36335,1453.4,Player15,,0.58,0.26,,,,,
476,Away,BALL LOST,INTERCEPTION,1,36335,1453.4,36365,1454.6,Player15,,0.58,0.26,0.56,0.26,0.019999999999999907,0.0,0.019999999999999907
477,Home,RECOVERY,INTERCEPTION,1,36370,1454.8,36370,1454.8,Player8,,0.56,0.24,,,,,
478,Home,CHALLENGE,GROUND-LOST,1,36410,1456.4,36410,1456.4,Player8,,0.59,0.12,,,,,
479,Home,BALL LOST,INTERCEPTION,1,36410,1456.4,36410,1456.4,Player8,,0.59,0.12,,,,,
480,Away,CHALLENGE,TACKLE-WON,1,36414,1456.56,36414,1456.56,Player15,,0.6,0.12,,,,,
481,Away,RECOVERY,THEFT,1,36414,1456.56,36414,1456.56,Player15,,0.6,0.12,,,,,
482,Away,BALL OUT,,1,36414,1456.56,36461,1458.44,Player15,,0.6,0.12,0.52,-0.04,0.07999999999999996,0.16,0.17888543819998315
483,Home,SET PIECE,THROW IN,1,36535,1461.4,36535,1461.4,Player4,,,,,,,,
484,Home,PASS,,1,36535,1461.4,36618,1464.72,Player4,Player3,0.46,0.01,0.29,0.24,0.17000000000000004,0.22999999999999998,0.28600699292150183
485,Home,PASS,,1,36618,1464.72,36691,1467.64,Player3,Player1,0.29,0.24,0.35,0.76,0.06,0.52,0.523450093132096
486,Home,PASS,,1,36691,1467.64,36718,1468.72,Player1,Player10,0.35,0.76,0.45,0.68,0.10000000000000003,0.07999999999999996,0.12806248474865697
487,Home,BALL OUT,,1,36718,1468.72,36762,1470.48,Player10,,0.45,0.68,0.47,1.01,0.019999999999999962,0.32999999999999996,0.33060550509633074
488,Away,SET PIECE,THROW IN,1,36880,1475.2,36880,1475.2,Player22,,,,,,,,
489,Away,PASS,,1,36880,1475.2,36907,1476.28,Player22,Player17,0.49,1.01,0.59,0.94,0.09999999999999998,0.07000000000000006,0.12206555615733704
490,Away,PASS,,1,36956,1478.24,36996,1479.84,Player17,Player16,0.58,0.89,0.65,0.66,0.07000000000000006,0.22999999999999998,0.24041630560342614
491,Away,PASS,,1,37027,1481.08,37082,1483.28,Player16,Player15,0.64,0.63,0.6,0.27,0.040000000000000036,0.36,0.36221540552549664
492,Away,PASS,,1,37127,1485.08,37155,1486.2,Player15,Player18,0.55,0.21,0.38,0.0,0.17000000000000004,0.21,0.27018512172212594
493,Away,PASS,,1,37182,1487.28,37194,1487.76,Player18,Player19,0.38,0.0,0.44,0.13,0.06,0.13,0.14317821063276354
494,Away,PASS,,1,37215,1488.6,37235,1489.4,Player19,Player20,0.43,0.11,0.38,0.25,0.04999999999999999,0.14,0.14866068747318506
495,Away,CHALLENGE,GROUND-WON,1,37303,1492.12,37303,1492.12,Player20,,0.27,0.24,,,,,
496,Home,CHALLENGE,GROUND-LOST,1,37308,1492.32,37308,1492.32,Player7,,0.26,0.24,,,,,
497,Home,CHALLENGE,GROUND-LOST,1,37341,1493.64,37341,1493.64,Player8,,0.19,0.2,,,,,
498,Away,CHALLENGE,GROUND-WON,1,37351,1494.04,37351,1494.04,Player20,,0.19,0.23,,,,,
499,Away,BALL LOST,INTERCEPTION,1,37382,1495.28,37382,1495.28,Player20,,0.16,0.22,,,,,
500,Away,CHALLENGE,TACKLE-FAULT-LOST,1,37382,1495.28,37382,1495.28,Player20,,0.16,0.22,,,,,
501,Home,CHALLENGE,TACKLE-FAULT-WON,1,37386,1495.44,37386,1495.44,Player4,,0.13,0.19,,,,,
502,Home,SET PIECE,FREE KICK,1,38142,1525.68,38142,1525.68,Player11,,,,,,,,
503,Home,BALL LOST,,1,38142,1525.68,38232,1529.28,Player11,,0.12,0.14,0.7,0.39,0.58,0.25,0.6315853069855251
504,Home,CHALLENGE,AERIAL-LOST,1,38232,1529.28,38232,1529.28,Player9,,0.67,0.4,,,,,
505,Away,CHALLENGE,AERIAL-WON,1,38234,1529.36,38234,1529.36,Player16,,0.68,0.39,,,,,
506,Away,RECOVERY,INTERCEPTION,1,38234,1529.36,38234,1529.36,Player16,,0.68,0.39,,,,,
507,Away,PASS,,1,38234,1529.36,38275,1531.0,Player16,Player21,0.68,0.39,0.58,0.43,0.10000000000000009,0.03999999999999998,0.10770329614269016
508,Away,PASS,,1,38275,1531.0,38288,1531.52,Player21,Player19,0.58,0.43,0.6,0.38,0.020000000000000018,0.04999999999999999,0.053851648071345036
509,Home,CHALLENGE,TACKLE-WON,1,38313,1532.52,38313,1532.52,Player6,,0.59,0.39,,,,,
510,Home,RECOVERY,THEFT,1,38313,1532.52,38313,1532.52,Player6,,0.59,0.39,,,,,
511,Away,CHALLENGE,TACKLE-LOST,1,38317,1532.68,38317,1532.68,Player19,,0.61,0.37,,,,,
512,Away,BALL LOST,THEFT,1,38317,1532.68,38317,1532.68,Player19,,0.61,0.37,,,,,
513,Home,PASS,,1,38324,1532.96,38341,1533.64,Player6,Player9,0.6,0.39,0.62,0.37,0.020000000000000018,0.020000000000000018,0.028284271247461926
514,Home,PASS,,1,38373,1534.92,38388,1535.52,Player9,Player7,0.63,0.33,0.54,0.38,0.08999999999999997,0.04999999999999999,0.10295630140986997
515,Home,PASS,,1,38419,1536.76,38457,1538.28,Player7,Player1,0.54,0.41,0.55,0.75,0.010000000000000009,0.34,0.340147027033899
516,Away,RECOVERY,INTERCEPTION,1,38457,1538.28,38457,1538.28,Player22,,0.59,0.75,,,,,
517,Away,CHALLENGE,TACKLE-FAULT-LOST,1,38457,1538.28,38457,1538.28,Player22,,0.59,0.75,,,,,
518,Home,CHALLENGE,TACKLE-FAULT-WON,1,38461,1538.44,38461,1538.44,Player1,,0.55,0.75,,,,,
519,Home,FAULT RECEIVED,,1,38478,1539.12,38478,1539.12,Player1,,0.56,0.76,,,,,
520,Home,SET PIECE,FREE KICK,1,42476,1699.04,42476,1699.04,Player6,,,,,,,,
521,Home,PASS,,1,42476,1699.04,42495,1699.8,Player6,Player10,0.56,0.73,0.56,0.97,0.0,0.24,0.24
522,Home,PASS,,1,42495,1699.8,42524,1700.96,Player10,Player7,0.56,0.97,0.47,0.94,0.09000000000000008,0.030000000000000027,0.09486832980505147
523,Home,PASS,,1,42539,1701.56,42567,1702.68,Player7,Player2,0.47,0.94,0.36,0.82,0.10999999999999999,0.12,0.16278820596099705
524,Home,PASS,,1,42591,1703.64,42623,1704.92,Player2,Player7,0.36,0.81,0.42,0.96,0.06,0.1499999999999999,0.16155494421403505
525,Home,BALL LOST,,1,42660,1706.4,42715,1708.6,Player7,,0.41,0.96,0.75,0.64,0.34,0.31999999999999995,0.46690470119715005
526,Away,RECOVERY,INTERCEPTION,1,42718,1708.72,42718,1708.72,Player16,,0.7,0.67,,,,,
527,Away,BALL OUT,HEAD,1,42718,1708.72,42768,1710.72,Player16,,0.7,0.67,0.69,1.02,0.010000000000000009,0.35,0.3501428280002319
528,Home,SET PIECE,THROW IN,1,43113,1724.52,43113,1724.52,Player7,,,,,,,,
529,Home,PASS,,1,43113,1724.52,43132,1725.28,Player7,Player10,0.65,1.01,0.71,0.96,0.05999999999999994,0.050000000000000044,0.07810249675906653
530,Home,PASS,,1,43132,1725.28,43151,1726.04,Player10,Player7,0.71,0.96,0.65,1.0,0.05999999999999994,0.040000000000000036,0.07211102550927977
531,Home,CHALLENGE,GROUND-WON,1,43171,1726.84,43171,1726.84,Player7,,0.63,0.98,,,,,
532,Home,PASS,,1,43214,1728.56,43239,1729.56,Player7,Player2,0.56,0.91,0.45,0.95,0.11000000000000004,0.039999999999999925,0.11704699910719626
533,Home,BALL LOST,INTERCEPTION,1,43270,1730.8,43324,1732.96,Player2,,0.45,0.95,0.75,0.76,0.3,0.18999999999999995,0.35510561809129404
534,Home,CHALLENGE,GROUND,1,43307,1732.28,43307,1732.28,Player9,,0.71,0.77,,,,,
535,Away,CHALLENGE,GROUND,1,43314,1732.56,43314,1732.56,Player16,,0.71,0.79,,,,,
536,Away,RECOVERY,INTERCEPTION,1,43325,1733.0,43325,1733.0,Player17,,0.73,0.83,,,,,
537,Away,PASS,HEAD,1,43325,1733.0,43354,1734.16,Player17,Player22,0.73,0.83,0.64,0.92,0.08999999999999997,0.09000000000000008,0.1272792206135786
538,Home,CHALLENGE,GROUND-FAULT-WON,1,43439,1737.56,43439,1737.56,Player10,,0.59,0.93,,,,,
539,Away,CHALLENGE,GROUND-FAULT-LOST,1,43455,1738.2,43455,1738.2,Player22,,0.57,0.94,,,,,
540,Away,PASS,,1,43469,1738.76,43485,1739.4,Player22,Player21,0.55,0.96,0.46,0.91,0.09000000000000002,0.04999999999999993,0.10295630140987
541,Away,BALL LOST,FORCED,1,43485,1739.4,43485,1739.4,Player21,,0.46,0.91,,,,,
542,Home,SET PIECE,FREE KICK,1,44270,1770.8,44270,1770.8,Player7,,,,,,,,
543,Home,BALL LOST,INTERCEPTION,1,44270,1770.8,44355,1774.2,Player7,,0.48,0.95,0.84,0.42,0.36,0.53,0.6407027391856539
544,Away,RECOVERY,INTERCEPTION,1,44354,1774.16,44354,1774.16,Player18,,0.81,0.45,,,,,
545,Away,BALL LOST,HEAD,1,44354,1774.16,44402,1776.08,Player18,,0.81,0.45,0.75,0.39,0.06000000000000005,0.06,0.08485281374238575
546,Home,RECOVERY,,1,44400,1776.0,44400,1776.0,Player5,,0.73,0.42,,,,,
547,Away,CHALLENGE,GROUND-WON,1,44426,1777.04,44426,1777.04,Player18,,0.82,0.39,,,,,
548,Away,RECOVERY,INTERCEPTION,1,44426,1777.04,44426,1777.04,Player18,,0.82,0.39,,,,,
549,Away,BALL LOST,,1,44426,1777.04,44504,1780.16,Player18,,0.82,0.39,0.64,0.16,0.17999999999999994,0.23,0.2920616373302046
550,Home,CHALLENGE,GROUND-LOST,1,44429,1777.16,44429,1777.16,Player5,,0.8,0.39,,,,,
551,Home,BALL LOST,INTERCEPTION,1,44429,1777.16,44429,1777.16,Player5,,0.8,0.39,,,,,
552,Home,RECOVERY,,1,44504,1780.16,44504,1780.16,Player4,,0.63,0.21,,,,,
553,Home,PASS,,1,44574,1782.96,44589,1783.56,Player4,Player9,0.69,0.22,0.76,0.05,0.07000000000000006,0.16999999999999998,0.18384776310850237
554,Home,PASS,,1,44615,1784.6,44635,1785.4,Player9,Player4,0.75,0.05,0.67,0.16,0.07999999999999996,0.11,0.13601470508735442
555,Home,PASS,,1,44665,1786.6,44718,1788.72,Player4,Player3,0.64,0.13,0.45,0.33,0.19,0.2,0.2758622844826744
556,Home,PASS,,1,44737,1789.48,44779,1791.16,Player3,Player2,0.44,0.36,0.38,0.7,0.06,0.33999999999999997,0.34525353003264136
557,Home,PASS,,1,44823,1792.92,44842,1793.68,Player2,Player7,0.38,0.78,0.4,0.96,0.020000000000000018,0.17999999999999994,0.18110770276274826
558,Home,BALL LOST,INTERCEPTION,1,44858,1794.32,44861,1794.44,Player7,,0.39,0.96,0.37,0.96,0.020000000000000018,0.0,0.020000000000000018
559,Away,RECOVERY,INTERCEPTION,1,44863,1794.52,44863,1794.52,Player22,,0.41,0.96,,,,,
560,Away,BALL OUT,,1,44863,1794.52,44888,1795.52,Player22,,0.41,0.96,0.27,1.02,0.13999999999999996,0.06000000000000005,0.15231546211727814
561,Home,SET PIECE,THROW IN,1,45114,1804.56,45114,1804.56,Player7,,,,,,,,
562,Home,PASS,,1,45114,1804.56,45132,1805.28,Player7,Player10,0.39,1.01,0.44,0.91,0.04999999999999999,0.09999999999999998,0.11180339887498945
563,Away,CHALLENGE,GROUND-LOST,1,45132,1805.28,45132,1805.28,Player20,,0.45,0.9,,,,,
564,Home,CHALLENGE,GROUND-WON,1,45132,1805.28,45132,1805.28,Player10,,0.44,0.91,,,,,
565,Home,PASS,,1,45132,1805.28,45154,1806.16,Player10,Player7,0.44,0.91,0.38,0.99,0.06,0.07999999999999996,0.09999999999999996
566,Home,CHALLENGE,GROUND-FAULT-WON,1,45176,1807.04,45176,1807.04,Player7,,0.38,0.96,,,,,
567,Home,FAULT RECEIVED,,1,45176,1807.04,45176,1807.04,Player7,,0.38,0.96,,,,,
568,Away,CHALLENGE,TACKLE-FAULT-LOST,1,45184,1807.36,45184,1807.36,Player22,,0.38,0.94,,,,,
569,Home,SET PIECE,FREE KICK,1,45835,1833.4,45835,1833.4,Player2,,,,,,,,
570,Home,PASS,,1,45835,1833.4,45904,1836.16,Player2,Player9,0.37,0.87,0.75,0.86,0.38,0.010000000000000009,0.38013155617496425
571,Home,CHALLENGE,AERIAL-WON,1,45904,1836.16,45904,1836.16,Player9,,0.75,0.86,,,,,
572,Home,BALL LOST,,1,45904,1836.16,46002,1840.08,Player9,,0.75,0.86,0.93,0.91,0.18000000000000005,0.050000000000000044,0.1868154169226941
573,Away,CHALLENGE,AERIAL-LOST,1,45905,1836.2,45905,1836.2,Player17,,0.75,0.86,,,,,
574,Away,RECOVERY,INTERCEPTION,1,46001,1840.04,46001,1840.04,Player16,,0.92,0.9,,,,,
575,Away,BALL OUT,CLEARANCE,1,46001,1840.04,46037,1841.48,Player16,,0.92,0.9,0.76,1.02,0.16000000000000003,0.12,0.2
576,Home,SET PIECE,THROW IN,1,46485,1859.4,46485,1859.4,Player7,,,,,,,,
577,Home,PASS,,1,46485,1859.4,46511,1860.44,Player7,Player9,0.74,1.01,0.86,0.91,0.12,0.09999999999999998,0.15620499351813308
578,Home,BALL OUT,,1,46511,1860.44,46546,1861.84,Player9,,0.86,0.91,0.75,1.01,0.10999999999999999,0.09999999999999998,0.14866068747318503
579,Away,SET PIECE,THROW IN,1,47146,1885.84,47146,1885.84,Player22,,,,,,,,
580,Away,PASS,,1,47146,1885.84,47204,1888.16,Player22,Player21,0.6,1.01,0.63,0.69,0.030000000000000027,0.32000000000000006,0.321403173599764
581,Away,PASS,,1,47204,1888.16,47252,1890.08,Player21,Player15,0.63,0.69,0.66,0.31,0.030000000000000027,0.37999999999999995,0.38118237105091834
582,Away,PASS,,1,47337,1893.48,47370,1894.8,Player15,Player18,0.53,0.25,0.4,0.04,0.13,0.21,0.2469817807045694
583,Away,PASS,,1,47434,1897.36,47462,1898.48,Player18,Player21,0.32,0.07,0.39,0.23,0.07,0.16,0.1746424919657298
584,Away,PASS,,1,47496,1899.84,47573,1902.92,Player21,Player17,0.39,0.22,0.46,0.75,0.07,0.53,0.5346026561849464
585,Away,PASS,,1,47627,1905.08,47695,1907.8,Player17,Player18,0.43,0.73,0.23,0.15,0.19999999999999998,0.58,0.6135144660071187
586,Away,PASS,,1,47755,1910.2,47783,1911.32,Player18,Player15,0.31,0.1,0.42,0.15,0.10999999999999999,0.04999999999999999,0.12083045973594571
587,Away,PASS,,1,47801,1912.04,47854,1914.16,Player15,Player16,0.41,0.15,0.54,0.41,0.13000000000000006,0.26,0.2906888370749727
588,Away,PASS,,1,47879,1915.16,47919,1916.76,Player16,Player17,0.54,0.43,0.49,0.8,0.050000000000000044,0.37000000000000005,0.37336309405188944
589,Away,CHALLENGE,GROUND-WON,1,47979,1919.16,47979,1919.16,Player17,,0.48,0.74,,,,,
590,Home,CHALLENGE,GROUND-LOST,1,47981,1919.24,47981,1919.24,Player9,,0.48,0.73,,,,,
591,Away,PASS,,1,47995,1919.8,48023,1920.92,Player17,Player16,0.5,0.72,0.59,0.57,0.08999999999999997,0.15000000000000002,0.17492855684535902
592,Away,PASS,,1,48061,1922.44,48091,1923.64,Player16,Player15,0.64,0.5,0.64,0.24,0.0,0.26,0.26
593,Away,PASS,,1,48137,1925.48,48175,1927.0,Player15,Player20,0.67,0.21,0.58,0.34,0.09000000000000008,0.13000000000000003,0.15811388300841903
594,Away,PASS,,1,48200,1928.0,48239,1929.56,Player20,Player19,0.59,0.29,0.46,0.06,0.12999999999999995,0.22999999999999998,0.26419689627245807
595,Away,PASS,,1,48239,1929.56,48277,1931.08,Player19,Player18,0.46,0.06,0.35,0.03,0.11000000000000004,0.03,0.11401754250991385
596,Home,RECOVERY,INTERCEPTION,1,48282,1931.28,48282,1931.28,Player4,,0.33,0.05,,,,,
597,Home,BALL OUT,,1,48282,1931.28,48313,1932.52,Player4,,0.33,0.05,0.28,-0.03,0.04999999999999999,0.08,0.09433981132056603
598,Away,BALL LOST,INTERCEPTION,1,48284,1931.36,48287,1931.48,Player18,,0.33,0.03,0.32,0.02,0.010000000000000009,0.009999999999999998,0.014142135623730956
599,Away,SET PIECE,THROW IN,1,48404,1936.16,48404,1936.16,Player18,,,,,,,,
600,Away,PASS,,1,48404,1936.16,48439,1937.56,Player18,Player19,0.24,0.0,0.34,0.05,0.10000000000000003,0.05,0.11180339887498952
601,Away,PASS,,1,48478,1939.12,48518,1940.72,Player19,Player21,0.35,0.13,0.17,0.25,0.17999999999999997,0.12,0.2163330765278393
602,Away,BALL LOST,INTERCEPTION,1,48555,1942.2,48555,1942.2,Player21,,0.13,0.23,0.2,0.18,0.07,0.05000000000000002,0.08602325267042628
603,Home,RECOVERY,INTERCEPTION,1,48560,1942.4,48560,1942.4,Player8,,0.18,0.16,,,,,
604,Home,PASS,,1,48577,1943.08,48592,1943.68,Player8,Player12,0.19,0.18,0.2,0.29,0.010000000000000009,0.10999999999999999,0.1104536101718726
605,Home,PASS,,1,48613,1944.52,48633,1945.32,Player12,Player6,0.21,0.3,0.24,0.45,0.03,0.15000000000000002,0.15297058540778358
606,Home,CHALLENGE,GROUND-WON,1,48646,1945.84,48646,1945.84,Player6,,0.25,0.46,,,,,
607,Home,PASS,,1,48671,1946.84,48704,1948.16,Player6,Player12,0.26,0.46,0.35,0.44,0.08999999999999997,0.020000000000000018,0.09219544457292884
608,Away,CHALLENGE,GROUND-LOST,1,48721,1948.84,48721,1948.84,Player19,,0.35,0.49,,,,,
609,Home,CHALLENGE,GROUND-WON,1,48730,1949.2,48730,1949.2,Player12,,0.37,0.52,,,,,
610,Home,PASS,,1,48767,1950.68,48807,1952.28,Player12,Player7,0.39,0.65,0.47,0.86,0.07999999999999996,0.20999999999999996,0.2247220505424423
611,Home,BALL LOST,INTERCEPTION,1,48936,1957.44,48978,1959.12,Player7,,0.77,0.74,0.93,0.84,0.16000000000000003,0.09999999999999998,0.18867962264113208
612,Home,CHALLENGE,TACKLE-FAULT-LOST,1,48978,1959.12,48978,1959.12,Player5,,0.91,0.86,,,,,
613,Away,CHALLENGE,TACKLE-FAULT-WON,1,48982,1959.28,48982,1959.28,Player22,,0.93,0.85,,,,,
614,Home,CARD,YELLOW,1,49223,1968.92,49223,1968.92,Player5,,,,,,,,
615,Away,SET PIECE,FREE KICK,1,50493,2019.72,50493,2019.72,Player25,,,,,,,,
616,Away,BALL OUT,,1,50493,2019.72,50654,2026.16,Player25,,0.98,0.91,0.31,1.02,0.6699999999999999,0.10999999999999999,0.6789698078707181
617,Away,CHALLENGE,GROUND,1,50616,2024.64,50616,2024.64,Player24,,0.39,0.93,,,,,
618,Home,CHALLENGE,GROUND,1,50617,2024.68,50617,2024.68,Player7,,0.39,0.95,,,,,
619,Home,SET PIECE,THROW IN,1,51082,2043.28,51082,2043.28,Player7,,,,,,,,
620,Home,PASS,,1,51082,2043.28,51117,2044.68,Player7,Player9,0.41,1.01,0.5,0.86,0.09000000000000002,0.15000000000000002,0.17492855684535905
621,Home,CHALLENGE,GROUND-WON,1,51138,2045.52,51138,2045.52,Player9,,0.5,0.82,,,,,
622,Away,CHALLENGE,GROUND-LOST,1,51166,2046.64,51166,2046.64,Player20,,0.51,0.76,,,,,
623,Home,CHALLENGE,TACKLE-LOST,1,51224,2048.96,51224,2048.96,Player9,,0.56,0.88,,,,,
624,Home,BALL LOST,THEFT,1,51224,2048.96,51224,2048.96,Player9,,0.56,0.88,,,,,
625,Away,CHALLENGE,TACKLE-WON,1,51225,2049.0,51225,2049.0,Player20,,0.57,0.87,,,,,
626,Away,RECOVERY,THEFT,1,51225,2049.0,51225,2049.0,Player20,,0.57,0.87,,,,,
627,Away,PASS,,1,51225,2049.0,51226,2049.04,Player20,Player19,0.57,0.87,0.55,0.89,0.019999999999999907,0.020000000000000018,0.02828427124746185
628,Away,BALL OUT,,1,51226,2049.04,51264,2050.56,Player19,,0.55,0.89,0.6,1.01,0.04999999999999993,0.12,0.12999999999999998
629,Home,SET PIECE,THROW IN,1,51461,2058.44,51461,2058.44,Player7,,,,,,,,
630,Home,PASS,,1,51461,2058.44,51473,2058.92,Player7,Player12,0.54,1.01,0.51,0.91,0.030000000000000027,0.09999999999999998,0.10440306508910549
631,Home,PASS,,1,51473,2058.92,51500,2060.0,Player12,Player7,0.51,0.91,0.53,1.0,0.020000000000000018,0.08999999999999997,0.09219544457292884
632,Home,PASS,,1,51514,2060.56,51527,2061.08,Player7,Player12,0.53,1.0,0.48,0.96,0.050000000000000044,0.040000000000000036,0.06403124237432854
633,Home,PASS,,1,51543,2061.72,51581,2063.24,Player12,Player2,0.48,0.97,0.33,0.95,0.14999999999999997,0.020000000000000018,0.15132745950421553
634,Home,PASS,,1,51630,2065.2,51672,2066.88,Player2,Player3,0.31,0.86,0.24,0.51,0.07,0.35,0.35693136595149494
635,Home,BALL LOST,INTERCEPTION,1,51672,2066.88,51729,2069.16,Player3,,0.24,0.51,0.35,0.26,0.10999999999999999,0.25,0.27313000567495327
636,Away,RECOVERY,INTERCEPTION,1,51732,2069.28,51732,2069.28,Player19,,0.39,0.31,,,,,
637,Home,CHALLENGE,TACKLE-WON,1,51755,2070.2,51755,2070.2,Player6,,0.36,0.31,,,,,
638,Home,RECOVERY,THEFT,1,51755,2070.2,51755,2070.2,Player6,,0.36,0.31,,,,,
