,Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Distance X,Distance Y,Distance Z
881,Away,RECOVERY,INTERCEPTION,1,69269,2770.76,69269,2770.76,Player17,,0.93,0.33,,,,,
882,Away,PASS,,1,69269,2770.76,69288,2771.52,Player17,Player25,0.93,0.33,0.98,0.47,0.04999999999999993,0.13999999999999996,0.14866068747318498
883,Away,PASS,,1,69357,2774.28,69397,2775.88,Player25,Player19,0.9,0.52,0.82,0.67,0.08000000000000007,0.15000000000000002,0.17000000000000004
884,Away,PASS,,1,69495,2779.8,69538,2781.52,Player19,Player24,0.68,0.66,0.51,0.26,0.17000000000000004,0.4,0.43462627624201466
885,Away,PASS,,1,69563,2782.52,69588,2783.52,Player24,Player15,0.53,0.24,0.64,0.35,0.10999999999999999,0.10999999999999999,0.15556349186104043
886,Away,PASS,,1,69639,2785.56,69661,2786.44,Player15,Player21,0.59,0.42,0.6,0.69,0.010000000000000009,0.26999999999999996,0.2701851217221259
887,Away,PASS,,1,69687,2787.48,69729,2789.16,Player21,Player18,0.58,0.72,0.42,0.98,0.15999999999999998,0.26,0.30528675044947495
888,Away,BALL OUT,CROSS,1,69898,2795.92,69948,2797.92,Player18,,0.08,0.82,-0.02,0.25,0.1,0.57,0.5787054518492114
889,Home,RECOVERY,,1,70460,2818.4,70460,2818.4,Player11,,0.04,0.47,,,,,
890,Home,PASS,GOAL KICK,1,70460,2818.4,70512,2820.48,Player11,Player7,0.04,0.47,0.15,0.88,0.10999999999999999,0.41000000000000003,0.4244997055358225
891,Home,BALL LOST,END HALF,1,70578,2823.12,70578,2823.12,Player7,,0.17,0.91,,,,,
892,Home,SET PIECE,KICK OFF,2,72135,2885.4,72135,2885.4,Player9,,,,,,,,
893,Home,PASS,,2,72135,2885.4,72160,2886.4,Player9,Player6,0.49,0.5,0.61,0.52,0.12,0.020000000000000018,0.1216552506059644
894,Home,BALL LOST,INTERCEPTION,2,72189,2887.56,72237,2889.48,Player6,,0.61,0.5,0.38,0.19,0.22999999999999998,0.31,0.38600518131237566
895,Away,RECOVERY,INTERCEPTION,2,72237,2889.48,72237,2889.48,Player20,,0.38,0.19,,,,,
896,Away,PASS,,2,72279,2891.16,72307,2892.28,Player20,Player18,0.43,0.25,0.49,0.33,0.06,0.08000000000000002,0.1
897,Away,PASS,,2,72315,2892.6,72358,2894.32,Player18,Player22,0.5,0.32,0.62,0.03,0.12,0.29000000000000004,0.3138470965295043
898,Away,PASS,,2,72358,2894.32,72384,2895.36,Player22,Player23,0.62,0.03,0.67,0.2,0.050000000000000044,0.17,0.17720045146669353
899,Away,BALL LOST,INTERCEPTION,2,72415,2896.6,72425,2897.0,Player23,,0.66,0.21,0.66,0.32,0.0,0.11000000000000001,0.11000000000000001
900,Away,RECOVERY,,2,72443,2897.72,72443,2897.72,Player23,,0.67,0.22,,,,,
901,Away,PASS,,2,72465,2898.6,72483,2899.32,Player23,Player22,0.67,0.19,0.75,0.02,0.07999999999999996,0.17,0.18788294228055935
902,Away,BALL LOST,INTERCEPTION,2,72541,2901.64,72571,2902.84,Player22,,0.7,0.06,0.77,0.23,0.07000000000000006,0.17,0.1838477631085024
903,Home,RECOVERY,INTERCEPTION,2,72570,2902.8,72570,2902.8,Player2,,0.79,0.17,,,,,
904,Home,BALL LOST,,2,72602,2904.08,72695,2907.8,Player2,,0.74,0.18,0.35,0.14,0.39,0.03999999999999998,0.3920459156782532
905,Away,RECOVERY,,2,72698,2907.92,72698,2907.92,Player16,,0.32,0.17,,,,,
906,Away,CHALLENGE,TACKLE-WON,2,72730,2909.2,72730,2909.2,Player16,,0.28,0.12,,,,,
907,Home,CHALLENGE,TACKLE-LOST,2,72734,2909.36,72734,2909.36,Player9,,0.28,0.12,,,,,
908,Away,PASS,,2,72820,2912.8,72863,2914.52,Player16,Player21,0.3,0.2,0.34,0.33,0.040000000000000036,0.13,0.13601470508735444
909,Away,PASS,,2,72895,2915.8,72948,2917.92,Player21,Player15,0.34,0.38,0.33,0.8,0.010000000000000009,0.42000000000000004,0.42011903075200013
910,Away,PASS,,2,73040,2921.6,73068,2922.72,Player15,Player17,0.51,0.83,0.64,1.01,0.13,0.18000000000000005,0.22203603311174522
911,Away,PASS,,2,73135,2925.4,73165,2926.6,Player17,Player21,0.65,0.96,0.6,0.75,0.050000000000000044,0.20999999999999996,0.215870331449229
912,Away,PASS,,2,73204,2928.16,73234,2929.36,Player21,Player18,0.6,0.69,0.61,0.45,0.010000000000000009,0.23999999999999994,0.24020824298928622
913,Away,PASS,,2,73312,2932.48,73364,2934.56,Player18,Player22,0.68,0.37,0.79,0.04,0.10999999999999999,0.33,0.3478505426185217
914,Away,BALL LOST,CROSS-INTERCEPTION,2,73401,2936.04,73414,2936.56,Player22,,0.84,0.02,0.87,0.12,0.030000000000000027,0.09999999999999999,0.1044030650891055
915,Home,RECOVERY,INTERCEPTION,2,73409,2936.36,73409,2936.36,Player7,,0.87,0.08,,,,,
916,Home,BALL OUT,,2,73409,2936.36,73434,2937.36,Player7,,0.87,0.08,0.92,-0.03,0.050000000000000044,0.11,0.12083045973594574
917,Away,SET PIECE,THROW IN,2,73670,2946.8,73670,2946.8,Player22,,,,,,,,
918,Away,PASS,,2,73670,2946.8,73743,2949.72,Player22,Player20,0.86,-0.01,0.66,0.13,0.19999999999999996,0.14,0.24413111231467402
919,Away,PASS,,2,73770,2950.8,73795,2951.8,Player20,Player21,0.64,0.16,0.69,0.08,0.04999999999999993,0.08,0.09433981132056601
920,Away,BALL LOST,,2,73863,2954.52,73892,2955.68,Player21,,0.73,0.19,0.88,0.27,0.15000000000000002,0.08000000000000002,0.17000000000000004
921,Home,RECOVERY,INTERCEPTION,2,73894,2955.76,73894,2955.76,Player2,,0.86,0.28,,,,,
922,Home,BALL OUT,,2,73894,2955.76,73961,2958.44,Player2,,0.86,0.28,0.77,-0.02,0.08999999999999997,0.30000000000000004,0.31320919526731655
923,Away,SET PIECE,THROW IN,2,74130,2965.2,74130,2965.2,Player22,,,,,,,,
924,Away,PASS,,2,74130,2965.2,74168,2966.72,Player22,Player20,0.71,-0.01,0.54,0.07,0.16999999999999993,0.08,0.1878829422805593
925,Away,PASS,,2,74199,2967.96,74229,2969.16,Player20,Player16,0.52,0.1,0.44,0.34,0.08000000000000002,0.24000000000000002,0.2529822128134704
926,Away,PASS,,2,74259,2970.36,74309,2972.36,Player16,Player20,0.43,0.35,0.46,0.15,0.030000000000000027,0.19999999999999998,0.20223748416156684
927,Away,PASS,,2,74373,2974.92,74395,2975.8,Player20,Player21,0.49,0.16,0.51,0.29,0.020000000000000018,0.12999999999999998,0.13152946437965904
928,Away,PASS,,2,74530,2981.2,74545,2981.8,Player21,Player22,0.61,0.12,0.62,0.02,0.010000000000000009,0.09999999999999999,0.10049875621120889
929,Away,PASS,,2,74573,2982.92,74603,2984.12,Player22,Player20,0.6,0.02,0.47,0.14,0.13,0.12000000000000001,0.17691806012954134
930,Away,PASS,,2,74638,2985.52,74674,2986.96,Player20,Player18,0.43,0.18,0.51,0.34,0.08000000000000002,0.16000000000000003,0.1788854381999832
931,Away,PASS,,2,74674,2986.96,74729,2989.16,Player18,Player16,0.51,0.34,0.33,0.41,0.18,0.06999999999999995,0.19313207915827965
932,Away,PASS,,2,74749,2989.96,74774,2990.96,Player16,Player18,0.33,0.41,0.46,0.5,0.13,0.09000000000000002,0.158113883008419
933,Away,PASS,,2,74853,2994.12,74925,2997.0,Player18,Player15,0.46,0.54,0.44,0.97,0.020000000000000018,0.42999999999999994,0.43046486500061765
934,Away,PASS,,2,74959,2998.36,74979,2999.16,Player15,Player19,0.48,1.0,0.56,0.87,0.08000000000000007,0.13,0.15264337522473753
935,Away,PASS,,2,74979,2999.16,74998,2999.92,Player19,Player17,0.56,0.87,0.57,1.0,0.009999999999999898,0.13,0.130384048104053
936,Away,PASS,,2,75022,3000.88,75042,3001.68,Player17,Player19,0.56,0.97,0.52,0.89,0.040000000000000036,0.07999999999999996,0.08944271909999157
937,Away,PASS,,2,75101,3004.04,75176,3007.04,Player19,Player24,0.54,0.82,0.78,0.7,0.24,0.12,0.2683281572999748
938,Away,PASS,,2,75232,3009.28,75262,3010.48,Player23,Player19,0.86,0.68,0.76,0.57,0.09999999999999998,0.1100000000000001,0.14866068747318512
939,Away,SHOT,ON TARGET-SAVED,2,75262,3010.48,75284,3011.36,Player19,,0.76,0.57,0.99,0.48,0.22999999999999998,0.08999999999999997,0.24698178070456936
940,Home,RECOVERY,SAVED,2,75282,3011.28,75282,3011.28,Player11,,0.98,0.49,,,,,
941,Home,PASS,,2,75343,3013.72,75380,3015.2,Player11,Player12,0.95,0.48,0.71,0.42,0.24,0.06,0.24738633753705963
942,Home,PASS,,2,75380,3015.2,75396,3015.84,Player12,Player5,0.71,0.42,0.66,0.32,0.04999999999999993,0.09999999999999998,0.11180339887498944
943,Home,PASS,,2,75474,3018.96,75507,3020.28,Player5,Player7,0.55,0.07,0.65,0.11,0.09999999999999998,0.039999999999999994,0.10770329614269006
944,Home,PASS,,2,75537,3021.48,75557,3022.28,Player7,Player12,0.62,0.06,0.58,0.19,0.040000000000000036,0.13,0.13601470508735444
945,Home,PASS,,2,75598,3023.92,75643,3025.72,Player12,Player6,0.58,0.25,0.63,0.52,0.050000000000000044,0.27,0.2745906043549196
946,Home,PASS,,2,75672,3026.88,75717,3028.68,Player6,Player4,0.63,0.55,0.51,0.78,0.12,0.22999999999999998,0.25942243542145693
947,Home,PASS,,2,75760,3030.4,75785,3031.4,Player4,Player8,0.45,0.82,0.37,0.98,0.08000000000000002,0.16000000000000003,0.1788854381999832
948,Home,PASS,,2,75859,3034.36,75884,3035.36,Player8,Player6,0.36,0.92,0.44,0.8,0.08000000000000002,0.12,0.1442220510185596
949,Home,PASS,,2,75927,3037.08,75949,3037.96,Player6,Player12,0.43,0.76,0.41,0.58,0.020000000000000018,0.18000000000000005,0.18110770276274837
950,Home,PASS,,2,75949,3037.96,75968,3038.72,Player12,Player6,0.41,0.58,0.42,0.71,0.010000000000000009,0.13,0.130384048104053
951,Home,PASS,,2,76055,3042.2,76130,3045.2,Player6,Player7,0.36,0.61,0.39,0.11,0.030000000000000027,0.5,0.5008991914547277
952,Home,PASS,,2,76184,3047.36,76197,3047.88,Player7,Player5,0.32,0.08,0.27,0.03,0.04999999999999999,0.05,0.07071067811865475
953,Home,PASS,,2,76217,3048.68,76237,3049.48,Player5,Player10,0.28,0.07,0.3,0.2,0.019999999999999962,0.13,0.13152946437965904
954,Home,PASS,,2,76237,3049.48,76275,3051.0,Player10,Player7,0.3,0.2,0.14,0.08,0.15999999999999998,0.12000000000000001,0.19999999999999998
955,Home,BALL LOST,CROSS-INTERCEPTION,2,76292,3051.68,76298,3051.92,Player7,,0.1,0.1,0.07,0.16,0.03,0.06,0.0670820393249937
956,Away,RECOVERY,INTERCEPTION,2,76301,3052.04,76301,3052.04,Player20,,0.08,0.15,,,,,
957,Away,BALL OUT,,2,76301,3052.04,76341,3053.64,Player20,,0.08,0.15,-0.04,0.19,0.12,0.04000000000000001,0.12649110640673517
958,Home,SET PIECE,CORNER KICK,2,77011,3080.44,77011,3080.44,Player6,,,,,,,,
959,Home,PASS,,2,77011,3080.44,77048,3081.92,Player6,Player12,0.02,0.01,0.06,0.41,0.039999999999999994,0.39999999999999997,0.40199502484483557
960,Home,CHALLENGE,AERIAL-WON,2,77048,3081.92,77048,3081.92,Player12,,0.06,0.41,,,,,
961,Home,SHOT,HEAD-WOODWORK-OUT,2,77048,3081.92,77071,3082.84,Player12,,0.06,0.41,-0.02,0.46,0.08,0.050000000000000044,0.09433981132056607
962,Away,RECOVERY,,2,77510,3100.4,77510,3100.4,Player25,,0.04,0.48,,,,,
963,Home,RECOVERY,,2,77581,3103.24,77581,3103.24,Player8,,0.47,0.88,,,,,
964,Home,BALL LOST,HEAD,2,77581,3103.24,77625,3105.0,Player8,,0.47,0.88,0.4,0.7,0.06999999999999995,0.18000000000000005,0.1931320791582797
965,Away,BALL LOST,GOAL KICK,2,77582,3103.28,77582,3103.28,Player25,,0.05,0.45,0.44,0.82,0.39,0.36999999999999994,0.5375872022286244
966,Away,RECOVERY,,2,77626,3105.04,77626,3105.04,Player19,,0.41,0.75,,,,,
967,Away,BALL LOST,,2,77626,3105.04,77728,3109.12,Player19,,0.41,0.75,0.88,0.65,0.47000000000000003,0.09999999999999998,0.4805205510693586
968,Home,RECOVERY,,2,77758,3110.32,77758,3110.32,Player11,,0.93,0.69,,,,,
969,Home,PASS,,2,77927,3117.08,77969,3118.76,Player11,Player4,0.9,0.6,0.75,0.92,0.15000000000000002,0.32000000000000006,0.3534119409414459
970,Home,PASS,,2,77996,3119.84,78038,3121.52,Player4,Player3,0.75,0.93,0.86,0.77,0.10999999999999999,0.16000000000000003,0.19416487838947602
971,Home,PASS,,2,78077,3123.08,78147,3125.88,Player3,Player7,0.87,0.74,0.65,0.13,0.21999999999999997,0.61,0.648459713474939
972,Home,PASS,,2,78208,3128.32,78238,3129.52,Player7,Player12,0.54,0.1,0.53,0.27,0.010000000000000009,0.17,0.17029386365926402
973,Home,CHALLENGE,TACKLE-WON,2,78265,3130.6,78265,3130.6,Player12,,0.49,0.27,,,,,
974,Away,CHALLENGE,TACKLE-FAULT-WON,2,78319,3132.76,78319,3132.76,Player24,,0.49,0.35,,,,,
975,Home,CHALLENGE,TACKLE-FAULT-LOST,2,78321,3132.84,78321,3132.84,Player12,,0.49,0.35,,,,,
976,Home,BALL LOST,,2,78321,3132.84,78321,3132.84,Player12,,0.49,0.35,,,,,
977,Away,SET PIECE,FREE KICK,2,78594,3143.76,78594,3143.76,Player21,,,,,,,,
978,Away,PASS,,2,78594,3143.76,78645,3145.8,Player21,Player20,0.52,0.39,0.5,0.25,0.020000000000000018,0.14,0.14142135623730953
979,Away,PASS,,2,78645,3145.8,78674,3146.96,Player20,Player22,0.5,0.25,0.56,0.12,0.06000000000000005,0.13,0.14317821063276356
980,Away,PASS,,2,78732,3149.28,78770,3150.8,Player22,Player16,0.56,0.15,0.41,0.39,0.15000000000000008,0.24000000000000002,0.28301943396169815
981,Away,PASS,,2,78797,3151.88,78837,3153.48,Player16,Player15,0.41,0.41,0.45,0.8,0.040000000000000036,0.39000000000000007,0.3920459156782532
982,Away,PASS,,2,78950,3158.0,79037,3161.48,Player15,Player22,0.53,0.8,0.61,0.1,0.07999999999999996,0.7000000000000001,0.7045565981523416
983,Away,PASS,,2,79101,3164.04,79111,3164.44,Player22,Player20,0.55,0.13,0.49,0.24,0.06000000000000005,0.10999999999999999,0.1252996408614167
984,Away,PASS,,2,79209,3168.36,79224,3168.96,Player20,Player21,0.49,0.27,0.53,0.37,0.040000000000000036,0.09999999999999998,0.10770329614269007
985,Away,PASS,,2,79224,3168.96,79257,3170.28,Player21,Player16,0.53,0.37,0.41,0.44,0.12000000000000005,0.07,0.1389244398944981
986,Away,BALL OUT,,2,79305,3172.2,79395,3175.8,Player16,,0.41,0.47,0.84,1.02,0.43,0.55,0.6981403870282825
987,Home,SET PIECE,THROW IN,2,79677,3187.08,79677,3187.08,Player4,,,,,,,,
988,Home,PASS,,2,79677,3187.08,79699,3187.96,Player4,Player6,0.84,1.01,0.77,0.94,0.06999999999999995,0.07000000000000006,0.09899494936611666
989,Home,PASS,,2,79699,3187.96,79724,3188.96,Player6,Player4,0.77,0.94,0.85,0.98,0.07999999999999996,0.040000000000000036,0.08944271909999157
990,Home,BALL LOST,INTERCEPTION,2,79724,3188.96,79780,3191.2,Player4,,0.85,0.98,0.6,0.66,0.25,0.31999999999999995,0.406078810084939
991,Away,CHALLENGE,AERIAL-WON,2,79781,3191.24,79781,3191.24,Player15,,0.61,0.76,,,,,
992,Away,RECOVERY,INTERCEPTION,2,79781,3191.24,79781,3191.24,Player15,,0.61,0.76,,,,,
993,Away,BALL LOST,HEAD,2,79781,3191.24,79829,3193.16,Player15,,0.61,0.76,0.66,0.31,0.050000000000000044,0.45,0.45276925690687087
994,Home,RECOVERY,,2,79831,3193.24,79831,3193.24,Player5,,0.66,0.41,,,,,
995,Home,PASS,,2,79869,3194.76,79894,3195.76,Player5,Player7,0.7,0.37,0.69,0.16,0.010000000000000009,0.21,0.21023796041628637
996,Home,PASS,,2,79894,3195.76,79951,3198.04,Player7,Player2,0.69,0.16,0.84,0.29,0.15000000000000002,0.12999999999999998,0.1984943324127921
997,Home,PASS,,2,80000,3200.0,80029,3201.16,Player2,Player7,0.84,0.25,0.77,0.06,0.06999999999999995,0.19,0.20248456731316586
998,Home,PASS,,2,80070,3202.8,80082,3203.28,Player7,Player12,0.78,0.06,0.76,0.19,0.020000000000000018,0.13,0.13152946437965907
999,Home,CHALLENGE,TACKLE-WON,2,80085,3203.4,80085,3203.4,Player12,,0.76,0.19,,,,,
1000,Away,CHALLENGE,TACKLE-LOST,2,80090,3203.6,80090,3203.6,Player19,,0.75,0.17,,,,,
1001,Home,PASS,,2,80166,3206.64,80196,3207.84,Player12,Player10,0.64,0.22,0.49,0.29,0.15000000000000002,0.06999999999999998,0.1655294535724685
1002,Home,CHALLENGE,GROUND-WON,2,80220,3208.8,80220,3208.8,Player10,,0.45,0.31,,,,,
1003,Home,PASS,,2,80341,3213.64,80373,3214.92,Player10,Player5,0.25,0.56,0.22,0.33,0.03,0.23000000000000004,0.23194827009486407
1004,Home,BALL LOST,INTERCEPTION,2,80402,3216.08,80437,3217.48,Player5,,0.21,0.39,0.09,0.4,0.12,0.010000000000000009,0.12041594578792295
1005,Away,RECOVERY,INTERCEPTION,2,80433,3217.32,80433,3217.32,Player16,,0.12,0.42,,,,,
1006,Away,BALL LOST,,2,80433,3217.32,80491,3219.64,Player16,,0.12,0.42,0.38,0.28,0.26,0.13999999999999996,0.295296461204668
1007,Home,RECOVERY,,2,80491,3219.64,80491,3219.64,Player7,,0.36,0.28,,,,,
1008,Home,PASS,,2,80543,3221.72,80601,3224.04,Player7,Player10,0.35,0.27,0.21,0.06,0.13999999999999999,0.21000000000000002,0.25238858928247926
1009,Home,PASS,,2,80631,3225.24,80673,3226.92,Player10,Player7,0.21,0.06,0.29,0.12,0.07999999999999999,0.06,0.09999999999999999
1010,Home,PASS,,2,80703,3228.12,80743,3229.72,Player7,Player2,0.3,0.12,0.48,0.21,0.18,0.09,0.20124611797498107
1011,Home,PASS,,2,80771,3230.84,80801,3232.04,Player2,Player3,0.51,0.24,0.56,0.56,0.050000000000000044,0.32000000000000006,0.32388269481403303
1012,Home,PASS,,2,80857,3234.28,80874,3234.96,Player3,Player6,0.53,0.68,0.47,0.65,0.06000000000000005,0.030000000000000027,0.06708203932499375
1013,Home,PASS,,2,80917,3236.68,80942,3237.68,Player6,Player8,0.43,0.71,0.36,0.77,0.07,0.06000000000000005,0.09219544457292891
1014,Home,PASS,,2,80972,3238.88,81005,3240.2,Player8,Player4,0.33,0.8,0.28,1.0,0.04999999999999999,0.19999999999999996,0.20615528128088298
1015,Home,PASS,,2,81122,3244.88,81166,3246.64,Player4,Player8,0.2,0.77,0.15,0.92,0.05000000000000002,0.15000000000000002,0.158113883008419
1016,Home,PASS,,2,81194,3247.76,81236,3249.44,Player8,Player6,0.16,0.93,0.33,0.85,0.17,0.08000000000000007,0.1878829422805594
1017,Home,PASS,,2,81262,3250.48,81327,3253.08,Player6,Player2,0.37,0.85,0.54,0.44,0.17000000000000004,0.41,0.4438468204234429
1018,Home,PASS,,2,81327,3253.08,81367,3254.68,Player2,Player7,0.54,0.44,0.48,0.18,0.06000000000000005,0.26,0.2668332812825267
1019,Home,PASS,,2,81424,3256.96,81459,3258.36,Player7,Player10,0.47,0.17,0.32,0.29,0.14999999999999997,0.11999999999999997,0.19209372712298542
1020,Home,PASS,,2,81459,3258.36,81488,3259.52,Player10,Player5,0.32,0.29,0.34,0.04,0.020000000000000018,0.24999999999999997,0.250798724079689
1021,Home,PASS,,2,81488,3259.52,81551,3262.04,Player5,Player10,0.34,0.04,0.15,0.14,0.19000000000000003,0.1,0.2147091055358389
1022,Home,BALL LOST,CROSS-INTERCEPTION,2,81551,3262.04,81573,3262.92,Player10,,0.15,0.14,0.08,0.44,0.06999999999999999,0.3,0.3080584360149873
1023,Away,RECOVERY,INTERCEPTION,2,81575,3263.0,81575,3263.0,Player15,,0.11,0.45,,,,,
1024,Away,BALL OUT,CLEARANCE,2,81575,3263.0,81595,3263.8,Player15,,0.11,0.45,-0.02,0.43,0.13,0.020000000000000018,0.13152946437965907
1025,Home,SET PIECE,CORNER KICK,2,82394,3295.76,82394,3295.76,Player6,,,,,,,,
1026,Home,PASS,,2,82394,3295.76,82470,3298.8,Player6,Player5,0.02,0.01,0.12,0.73,0.09999999999999999,0.72,0.72691127381545
1027,Home,PASS,,2,82470,3298.8,82477,3299.08,Player5,Player2,0.12,0.73,0.11,0.67,0.009999999999999995,0.05999999999999994,0.060827625302982136
1028,Home,BALL LOST,INTERCEPTION,2,82477,3299.08,82526,3301.04,Player2,,0.11,0.67,0.06,0.62,0.05,0.050000000000000044,0.07071067811865478
1029,Away,CHALLENGE,AERIAL-FAULT-WON,2,82522,3300.88,82522,3300.88,Player17,,0.07,0.63,,,,,
1030,Home,CHALLENGE,AERIAL-FAULT-LOST,2,82526,3301.04,82526,3301.04,Player8,,0.06,0.63,,,,,
1031,Away,SET PIECE,FREE KICK,2,82880,3315.2,82880,3315.2,Player25,,,,,,,,
1032,Away,PASS,,2,82880,3315.2,82908,3316.32,Player25,Player15,0.1,0.67,0.18,0.82,0.07999999999999999,0.1499999999999999,0.16999999999999993
1033,Away,PASS,,2,82955,3318.2,83000,3320.0,Player15,Player16,0.19,0.79,0.18,0.52,0.010000000000000009,0.27,0.27018512172212594
1034,Away,PASS,,2,83000,3320.0,83041,3321.64,Player16,Player15,0.18,0.52,0.22,0.8,0.04000000000000001,0.28,0.28284271247461906
1035,Away,PASS,,2,83041,3321.64,83070,3322.8,Player15,Player21,0.22,0.8,0.3,0.76,0.07999999999999999,0.040000000000000036,0.08944271909999159
1036,Away,PASS,,2,83174,3326.96,83189,3327.56,Player21,Player23,0.44,0.79,0.55,0.69,0.11000000000000004,0.10000000000000009,0.14866068747318514
1037,Away,PASS,,2,83215,3328.6,83233,3329.32,Player23,Player19,0.57,0.69,0.61,0.82,0.040000000000000036,0.13,0.13601470508735444
1038,Away,CHALLENGE,TACKLE-WON,2,83262,3330.48,83262,3330.48,Player19,,0.64,0.82,,,,,
1039,Away,PASS,,2,83306,3332.24,83328,3333.12,Player19,Player21,0.65,0.82,0.58,0.77,0.07000000000000006,0.04999999999999993,0.08602325267042628
1040,Away,PASS,,2,83425,3337.0,83455,3338.2,Player21,Player18,0.65,0.54,0.64,0.32,0.010000000000000009,0.22000000000000003,0.22022715545545243
1041,Away,PASS,,2,83485,3339.4,83510,3340.4,Player18,Player22,0.66,0.27,0.72,0.06,0.05999999999999994,0.21000000000000002,0.21840329667841554
1042,Away,PASS,,2,83575,3343.0,83600,3344.0,Player22,Player21,0.71,0.15,0.66,0.23,0.04999999999999993,0.08000000000000002,0.09433981132056601
1043,Away,PASS,,2,83684,3347.36,83704,3348.16,Player21,Player20,0.64,0.25,0.54,0.25,0.09999999999999998,0.0,0.09999999999999998
1044,Away,PASS,,2,83733,3349.32,83768,3350.72,Player20,Player16,0.5,0.24,0.46,0.46,0.03999999999999998,0.22000000000000003,0.223606797749979
1045,Away,PASS,,2,83823,3352.92,83845,3353.8,Player16,Player24,0.51,0.48,0.67,0.44,0.16000000000000003,0.03999999999999998,0.16492422502470644
1046,Away,PASS,,2,83862,3354.48,83882,3355.28,Player24,Player19,0.68,0.47,0.67,0.64,0.010000000000000009,0.17000000000000004,0.17029386365926405
1047,Away,PASS,,2,83901,3356.04,83951,3358.04,Player19,Player17,0.67,0.64,0.85,0.95,0.17999999999999994,0.30999999999999994,0.35846896657869837
1048,Away,BALL LOST,CROSS-INTERCEPTION,2,83951,3358.04,83982,3359.28,Player17,,0.85,0.95,0.91,0.61,0.06000000000000005,0.33999999999999997,0.34525353003264136
1049,Home,CHALLENGE,AERIAL-WON,2,83981,3359.24,83981,3359.24,Player3,,0.91,0.6,,,,,
1050,Home,RECOVERY,INTERCEPTION,2,83981,3359.24,83981,3359.24,Player3,,0.91,0.6,,,,,
1051,Home,PASS,HEAD-CLEARANCE,2,83981,3359.24,84053,3362.12,Player3,Player8,0.91,0.6,0.76,0.79,0.15000000000000002,0.19000000000000006,0.24207436873820415
1052,Away,CHALLENGE,AERIAL-LOST,2,83982,3359.28,83982,3359.28,Player24,,0.91,0.58,,,,,
1053,Away,CHALLENGE,AERIAL-FAULT-LOST,2,84050,3362.0,84050,3362.0,Player19,,0.76,0.77,,,,,
1054,Home,CHALLENGE,AERIAL-FAULT-WON,2,84053,3362.12,84053,3362.12,Player8,,0.76,0.79,,,,,
1055,Home,FAULT RECEIVED,,2,84053,3362.12,84053,3362.12,Player8,,0.76,0.79,,,,,
1056,Home,SET PIECE,FREE KICK,2,84399,3375.96,84399,3375.96,Player11,,,,,,,,
1057,Home,PASS,,2,84399,3375.96,84441,3377.64,Player11,Player4,0.85,0.65,0.73,0.88,0.12,0.22999999999999998,0.25942243542145693
1058,Home,PASS,,2,84482,3379.28,84509,3380.36,Player4,Player9,0.7,0.89,0.53,0.76,0.16999999999999993,0.13,0.21400934559032692
1059,Home,PASS,,2,84509,3380.36,84529,3381.16,Player9,Player12,0.53,0.76,0.61,0.8,0.07999999999999996,0.040000000000000036,0.08944271909999157
1060,Home,PASS,,2,84542,3381.68,84562,3382.48,Player12,Player6,0.61,0.79,0.62,0.63,0.010000000000000009,0.16000000000000003,0.160312195418814
1061,Home,PASS,,2,84562,3382.48,84610,3384.4,Player6,Player3,0.62,0.63,0.73,0.68,0.10999999999999999,0.050000000000000044,0.12083045973594572
1062,Home,PASS,,2,84647,3385.88,84727,3389.08,Player3,Player7,0.74,0.63,0.71,0.09,0.030000000000000027,0.54,0.5408326913195984
1063,Home,PASS,,2,84749,3389.96,84792,3391.68,Player7,Player2,0.71,0.08,0.78,0.23,0.07000000000000006,0.15000000000000002,0.16552945357246854
1064,Home,PASS,,2,84799,3391.96,84824,3392.96,Player2,Player6,0.78,0.23,0.71,0.3,0.07000000000000006,0.06999999999999998,0.09899494936611669
1065,Home,PASS,,2,84824,3392.96,84857,3394.28,Player6,Player7,0.71,0.3,0.69,0.05,0.020000000000000018,0.25,0.25079872407968906
1066,Away,CHALLENGE,TACKLE-WON,2,84920,3396.8,84920,3396.8,Player18,,0.62,0.04,,,,,
1067,Away,RECOVERY,THEFT,2,84920,3396.8,84920,3396.8,Player18,,0.62,0.04,,,,,
1068,Away,BALL OUT,,2,84920,3396.8,84942,3397.68,Player18,,0.62,0.04,0.62,-0.03,0.0,0.07,0.07
1069,Home,CHALLENGE,TACKLE-LOST,2,84924,3396.96,84924,3396.96,Player7,,0.62,0.03,,,,,
1070,Home,BALL LOST,THEFT,2,84924,3396.96,84924,3396.96,Player7,,0.62,0.03,,,,,
1071,Home,SET PIECE,THROW IN,2,85882,3435.28,85882,3435.28,Player7,,,,,,,,
1072,Home,PASS,,2,85882,3435.28,85908,3436.32,Player7,Player10,0.53,0.01,0.45,0.07,0.08000000000000002,0.060000000000000005,0.10000000000000002
1073,Home,PASS,,2,85908,3436.32,85929,3437.16,Player10,Player7,0.45,0.07,0.53,0.03,0.08000000000000002,0.04000000000000001,0.0894427190999916
1074,Home,PASS,,2,85950,3438.0,85980,3439.2,Player7,Player2,0.54,0.04,0.66,0.08,0.12,0.04,0.12649110640673517
1075,Home,BALL LOST,,2,85980,3439.2,86030,3441.2,Player2,,0.66,0.08,0.4,0.27,0.26,0.19,0.3220248437620924
